location	year	taxon_key
18272	2020	26
18273	2014	24
18274	2013	24
18274	2014	10
18274	2014	26
18274	2016	10
18274	2016	24
18274	2016	26
18274	2018	26
18274	2018	33
18274	2019	24
18274	2020	18
18275	2019	24
18275	2020	3
18275	2020	7
18275	2020	10
18275	2020	12
18275	2020	15
18275	2020	24
18275	2020	26
18275	2020	28
18275	2020	33
18275	2020	34
18276	2000	6
18277	2017	13
18277	2017	26
18278	2016	28
18279	2015	24
18279	2015	26
18279	2015	31
18279	2015	34
18279	2019	26
18280	2009	8
18280	2011	34
18280	2012	8
18280	2012	33
18280	2012	34
18280	2014	8
18280	2014	34
18280	2015	5
18280	2017	31
18280	2019	10
18280	2019	14
18280	2019	26
18280	2020	2
18280	2020	8
18280	2020	24
18280	2020	26
18280	2020	31
18280	2020	34
18281	2019	26
18282	2017	24
18282	2018	24
18282	2018	26
18282	2019	12
18282	2019	24
18282	2019	26
18282	2020	31
18283	2019	5
18283	2019	10
18283	2019	24
18283	2019	26
18284	2017	24
18285	2018	24
18285	2019	24
18285	2019	26
18286	2019	24
18286	2019	26
18286	2020	2
18286	2020	26
18287	2015	10
18287	2020	3
18287	2020	5
18287	2020	10
18287	2020	15
18287	2020	24
18287	2020	26
18287	2020	33
18287	2020	34
18288	2015	10
18288	2015	16
18288	2017	24
18288	2018	10
18288	2018	15
18288	2018	21
18288	2018	24
18288	2018	26
18288	2018	34
18288	2019	10
18288	2019	15
18288	2019	24
18288	2019	26
18288	2020	5
18288	2020	10
18288	2020	15
18288	2020	24
18288	2020	26
18288	2020	34
18289	2020	24
26854	1990	26
18290	1996	27
18290	1996	28
18291	2015	26
18292	2013	14
18292	2015	15
18292	2015	26
18292	2020	26
18293	2020	26
18294	1994	14
18294	1994	15
18294	2016	24
18294	2016	26
18295	2020	8
18296	2018	31
18296	2019	26
18297	2019	5
18297	2019	24
18297	2020	5
18297	2020	33
18298	2015	26
18298	2019	5
18299	2020	26
18300	1996	3
18300	1996	15
18300	1996	26
18300	1996	33
18301	2016	10
18302	2011	24
18302	2012	13
18302	2012	24
18302	2016	24
18302	2016	33
18302	2020	24
18302	2020	26
18303	2019	26
18303	2020	26
18304	2018	24
18304	2018	33
18305	2015	24
18306	2019	24
18307	2017	13
18308	2015	2
18308	2016	2
18309	2017	26
18309	2019	2
18309	2019	3
18309	2019	24
18310	2015	3
18310	2018	26
18310	2020	3
18310	2020	15
18311	2015	24
18311	2015	26
18311	2016	15
18312	2018	24
18313	2014	16
18313	2015	24
18313	2016	10
18313	2016	12
18314	2020	24
18315	2009	24
18315	2012	24
18315	2014	10
18315	2016	24
18315	2018	15
18315	2020	2
18315	2020	12
18315	2020	15
18315	2020	33
18315	2020	34
18316	2020	18
18317	2020	10
18317	2020	24
18318	2019	3
18318	2019	10
18318	2019	15
18318	2019	31
18318	2020	15
18318	2020	18
18319	2020	26
18320	2007	12
18321	1994	15
18321	1994	26
18321	2020	16
18321	2020	26
18322	2016	26
18322	2019	26
18323	2017	26
18323	2019	24
18323	2019	26
18323	2020	24
18324	2016	6
18324	2016	13
18324	2016	16
18324	2016	31
18324	2017	4
18324	2017	12
18324	2017	24
18324	2017	26
18324	2017	34
18325	2019	7
18325	2020	18
18326	2016	24
18327	2010	16
18327	2015	25
18327	2020	10
18328	2009	6
18328	2009	25
18328	2011	31
18328	2012	13
18328	2013	24
18328	2013	25
18328	2014	6
18328	2014	10
18328	2014	12
18328	2014	24
18328	2014	25
18328	2014	31
18328	2014	34
18328	2015	6
18328	2015	7
18328	2015	10
18328	2015	12
18328	2015	25
18328	2015	34
18328	2017	24
18328	2017	26
18328	2017	31
18328	2019	10
18328	2019	15
18328	2019	24
18328	2019	26
18328	2019	27
18328	2020	6
18328	2020	10
18328	2020	15
18328	2020	24
18328	2020	26
18328	2020	31
18329	2016	13
18329	2019	15
18329	2020	15
18330	2018	2
18330	2020	26
18331	2020	24
18332	2020	24
18333	2019	24
18333	2019	26
18334	2019	26
18334	2020	24
18334	2020	26
18334	2020	34
18335	2019	26
18336	2019	2
18336	2019	31
18337	2020	24
18338	2020	24
18339	2015	26
18340	2008	26
18340	2017	24
18340	2018	26
18341	2016	15
18341	2017	24
18342	1996	11
18343	2016	27
18344	1996	12
18344	1996	22
18344	2018	24
18345	2016	26
18345	2020	24
18346	2015	24
18346	2020	10
18346	2020	15
18346	2020	26
18347	2020	10
18347	2020	15
18347	2020	26
18348	2015	15
18349	2015	27
18349	2015	31
18350	2016	33
18351	2017	16
18352	2015	1
18352	2015	10
18352	2015	11
18352	2015	15
18352	2015	16
18352	2015	26
18352	2020	24
18353	2019	26
18354	2015	11
18354	2015	24
18354	2015	26
18354	2015	34
18354	2016	12
18354	2016	34
18355	2015	10
18355	2015	24
18355	2015	26
18355	2019	3
18356	2015	2
18356	2015	24
18356	2015	26
18356	2015	27
18356	2015	31
18356	2016	2
18356	2016	15
18356	2016	27
18356	2019	2
18356	2019	3
18356	2020	2
18356	2020	26
18357	2016	10
18357	2016	24
18358	2014	34
18358	2015	24
18359	1994	3
18359	1994	10
18360	2015	27
18360	2016	24
18360	2018	24
18361	2014	18
18361	2014	27
18362	1995	26
18362	2014	26
18363	2020	26
18364	2019	26
18365	2017	10
18365	2017	24
18365	2017	26
18365	2018	2
18365	2018	18
18365	2018	24
18365	2018	26
18365	2019	2
18365	2019	15
18365	2019	18
18365	2019	24
18365	2019	26
18365	2020	15
18365	2020	26
18366	2011	12
18366	2011	29
18366	2017	24
18366	2017	26
18367	2013	26
18367	2016	12
18367	2016	13
18367	2016	14
18367	2019	14
18367	2019	26
18367	2020	15
18367	2020	26
18368	2017	7
18369	1992	10
18369	1992	26
18369	1992	27
18369	1992	28
18369	1992	34
18369	2015	13
18369	2015	15
18369	2016	16
18369	2017	24
18369	2017	26
18369	2019	10
18369	2019	26
18369	2020	5
18369	2020	15
18369	2020	24
18369	2020	26
18370	2020	24
18371	2020	26
18372	2020	24
18372	2020	26
18373	2015	13
18373	2015	15
18373	2020	4
18373	2020	13
18373	2020	14
18373	2020	15
18373	2020	16
18373	2020	24
18373	2020	26
18373	2020	29
18373	2020	31
18374	2014	10
18374	2014	25
18374	2016	26
18374	2017	24
18374	2017	26
18374	2019	2
18374	2019	18
18374	2019	24
18374	2019	26
18374	2019	31
18374	2020	24
18374	2020	26
18375	2010	31
18375	2017	15
18375	2019	15
18375	2020	6
18375	2020	24
18376	2015	24
18376	2015	25
18376	2017	24
18376	2018	26
18376	2019	10
18376	2020	10
18376	2020	24
18377	2015	24
18377	2015	26
18377	2016	10
18377	2017	24
18377	2018	24
18377	2018	26
18377	2019	5
18377	2019	10
18377	2019	24
18377	2019	26
18377	2019	31
18377	2020	3
18377	2020	10
18377	2020	24
18377	2020	26
18378	2016	3
18378	2016	10
18378	2016	15
18378	2016	24
18379	2015	24
18379	2016	3
18379	2016	10
18380	2020	24
18381	2019	24
18382	2020	10
18382	2020	24
18383	2019	26
18384	1996	12
18384	1996	22
18384	2014	16
18384	2018	5
18384	2018	12
18384	2018	15
18384	2018	16
18384	2019	3
18385	2015	16
18386	1996	4
18386	1996	26
18386	1996	28
18387	2015	24
18388	2020	2
18389	2016	4
18389	2016	24
18389	2016	26
18389	2016	29
18389	2016	31
18389	2016	34
18389	2017	24
18389	2018	26
18389	2019	24
18389	2019	26
18389	2020	4
18389	2020	24
18389	2020	26
18389	2020	34
18390	2016	13
18391	2016	1
18391	2016	15
18392	2015	11
18392	2015	15
18392	2015	18
18392	2015	33
18393	2016	26
18393	2017	12
18394	2015	5
18394	2015	16
18394	2015	26
18394	2017	10
18395	2020	16
18396	2018	24
18397	2019	10
18397	2019	12
18397	2019	15
18397	2019	24
18397	2019	33
18397	2020	10
18397	2020	24
18397	2020	26
18397	2020	34
18398	2016	2
18398	2016	15
18398	2020	2
18399	2015	24
18399	2015	31
18399	2016	1
18399	2016	27
18399	2017	2
18400	2016	1
18400	2016	10
18400	2017	1
18400	2017	24
18400	2017	26
18400	2017	27
18400	2017	31
18400	2020	10
18401	2015	2
18401	2015	10
18401	2015	13
18401	2015	16
18401	2015	24
18401	2015	26
18401	2015	27
18401	2016	24
18401	2016	28
18401	2016	34
18401	2019	4
18401	2019	12
18401	2019	16
18401	2019	24
18401	2020	3
18401	2020	24
18402	2015	15
18402	2015	34
18403	2016	24
18404	2015	26
18405	2019	10
18406	2018	26
18406	2019	3
18406	2019	15
18407	2007	24
18407	2009	26
18407	2015	15
18407	2016	34
18407	2020	26
18407	2020	33
18407	2020	34
18408	2020	26
18409	2019	24
18410	2019	8
18410	2019	10
18410	2019	13
18410	2019	14
18410	2019	15
18410	2019	16
18410	2019	24
18410	2019	26
18410	2019	28
18410	2019	34
18410	2020	7
18410	2020	8
18410	2020	10
18410	2020	24
18410	2020	34
18411	2017	8
18411	2020	10
18411	2020	26
18412	2016	15
18412	2016	24
18412	2016	26
18413	2007	7
18414	2012	24
18414	2019	2
18414	2019	26
18414	2020	26
18415	2015	25
18416	2019	16
18416	2019	26
18416	2020	2
18416	2020	18
18416	2020	24
18416	2020	26
18417	2015	15
18417	2015	31
18417	2016	10
18417	2016	15
18417	2016	22
18417	2016	24
18417	2017	4
18417	2017	5
18417	2017	15
18417	2017	16
18417	2017	24
18417	2017	31
18417	2018	28
18417	2019	26
18417	2019	34
18417	2020	15
18417	2020	24
18417	2020	26
18418	2016	10
18418	2017	15
18418	2017	24
18418	2017	31
18418	2017	34
18418	2020	10
18418	2020	24
18418	2020	26
18418	2020	28
18418	2020	34
18419	2016	12
18419	2016	24
18419	2016	26
18419	2016	31
18419	2017	24
18419	2019	24
18419	2019	26
18419	2020	2
18420	2015	3
18420	2015	16
18420	2015	24
18420	2020	2
18420	2020	18
18420	2020	27
18420	2020	34
18421	2020	26
18422	2019	18
18423	2016	24
18423	2020	26
18424	2018	26
18425	2018	5
18425	2018	12
18425	2018	24
18425	2018	26
18425	2018	34
18426	2014	28
18426	2018	12
18426	2018	15
18427	2019	26
18428	2020	2
18428	2020	3
18428	2020	24
18429	2017	15
18430	2014	11
18431	2018	26
18431	2018	27
18431	2019	2
18431	2019	24
18431	2019	26
18431	2019	27
18431	2020	26
18432	2017	24
18432	2018	2
18432	2018	24
18432	2019	2
18432	2019	24
18432	2019	27
18432	2020	1
18432	2020	24
18433	2018	3
18433	2018	24
18433	2019	2
18433	2019	24
18433	2019	27
18434	2016	10
18434	2016	26
18435	2016	3
18435	2016	10
18435	2016	12
18435	2016	15
18435	2016	24
18435	2016	26
18435	2016	27
18435	2020	10
18435	2020	24
18436	2008	26
18436	2008	27
18436	2015	22
18436	2020	26
18437	2012	24
18437	2016	27
18437	2017	33
18438	2016	33
18439	2019	12
18440	2020	26
18441	2020	24
18442	2020	2
18442	2020	4
18442	2020	7
18442	2020	26
18443	2016	8
18443	2016	10
18443	2017	26
18443	2018	24
18443	2020	2
18443	2020	3
18443	2020	24
18443	2020	26
18443	2020	34
18444	2020	3
18444	2020	12
18444	2020	24
18445	2015	28
18445	2020	26
18446	2010	5
18446	2010	15
18446	2010	33
18447	2016	26
18447	2016	34
18447	2019	24
18448	2020	10
18449	1990	26
18449	1991	3
18449	2015	10
18449	2015	12
18449	2015	13
18449	2015	15
18449	2015	24
18449	2015	26
18449	2015	31
18449	2015	34
18449	2016	24
18449	2016	26
18449	2017	21
18449	2020	15
18450	2017	4
18451	2020	33
18452	2014	24
18453	2016	24
18453	2019	24
18454	2020	12
18455	2016	24
18455	2017	24
18455	2018	2
18455	2018	24
18455	2018	28
18455	2019	3
18455	2019	10
18455	2019	24
18455	2019	26
18455	2020	2
18455	2020	24
18455	2020	26
18455	2020	34
18456	2016	24
18456	2019	24
18457	2015	10
18457	2015	16
18457	2015	24
18457	2015	26
18457	2015	33
18457	2016	24
18457	2018	1
18457	2020	10
18458	2015	1
18458	2015	16
18458	2015	24
18458	2015	31
18458	2016	10
18458	2016	12
18458	2016	24
18458	2016	26
18458	2016	27
18458	2017	5
18458	2017	13
18458	2017	24
18458	2017	28
18458	2019	5
18458	2019	10
18458	2019	12
18458	2019	13
18458	2019	16
18458	2020	5
18458	2020	16
18458	2020	24
18459	2016	4
18459	2018	4
18460	2020	24
18461	2015	34
18462	2020	10
18463	2004	10
18464	2008	33
18465	1990	29
18465	1993	26
18465	1994	33
18465	2003	15
18465	2004	3
18465	2004	24
18465	2015	16
18466	2019	34
18467	2010	26
18468	2011	10
18468	2012	10
18468	2013	21
18468	2015	12
18468	2015	16
18468	2019	3
18468	2019	10
18468	2020	15
18469	2015	5
18470	2020	26
18471	1991	10
18471	2011	26
18471	2011	34
18471	2017	26
18471	2017	34
18472	2000	28
18472	2019	10
18472	2019	15
18472	2020	26
18473	2009	24
18474	2017	13
18474	2017	24
18475	2019	10
18475	2020	15
18476	1990	22
18476	2008	2
18476	2014	26
18476	2016	25
18476	2017	24
18476	2017	26
18476	2017	31
18476	2019	26
18476	2020	14
18476	2020	26
18477	2016	7
18477	2016	10
18477	2016	24
18477	2016	26
18477	2016	31
18477	2016	34
18477	2017	24
18477	2017	31
18477	2019	26
18477	2019	34
18477	2020	10
18477	2020	12
18477	2020	26
18478	2017	24
18478	2019	3
18478	2019	5
18478	2019	8
18478	2019	10
18478	2019	24
18478	2019	26
18478	2019	34
18478	2020	5
18478	2020	10
18478	2020	24
18478	2020	34
18479	2011	24
18479	2012	7
18479	2012	10
18479	2012	24
18479	2012	26
18479	2014	10
18479	2014	24
18479	2014	34
18479	2015	10
18479	2015	24
18479	2016	10
18479	2016	24
18479	2017	3
18479	2017	13
18479	2017	24
18479	2018	15
18479	2018	24
18479	2018	26
18479	2019	3
18479	2019	5
18479	2019	10
18479	2019	24
18479	2019	26
18479	2019	34
18479	2020	4
18479	2020	10
18479	2020	21
18479	2020	24
18479	2020	26
18479	2020	34
18480	2011	24
18480	2013	24
18480	2013	26
18480	2016	2
18480	2016	10
18480	2016	24
18480	2018	2
18480	2018	24
18480	2019	3
18480	2019	5
18480	2019	24
18480	2019	26
18480	2020	3
18480	2020	5
18480	2020	10
18480	2020	15
18480	2020	24
18480	2020	26
18480	2020	34
18481	2016	3
18481	2016	24
18481	2018	10
18481	2018	24
18481	2019	3
18481	2019	10
18481	2019	18
18481	2019	24
18481	2019	26
18481	2020	3
18481	2020	10
18481	2020	12
18481	2020	15
18481	2020	24
18481	2020	26
18482	2009	25
18482	2015	15
18482	2016	5
18482	2016	24
18482	2016	26
18482	2017	24
18482	2018	7
18482	2018	10
18482	2018	11
18482	2018	12
18482	2018	15
18482	2018	26
18482	2019	3
18482	2019	8
18482	2019	10
18482	2019	24
18482	2019	26
18482	2019	34
18482	2020	3
18482	2020	8
18482	2020	10
18482	2020	15
18482	2020	16
18482	2020	24
18482	2020	26
18482	2020	34
18483	2013	24
18483	2015	33
18483	2016	24
18483	2018	2
18483	2018	24
18483	2018	26
18483	2019	3
18483	2019	5
18483	2019	24
18483	2019	26
18483	2019	34
18483	2020	3
18483	2020	10
18483	2020	12
18483	2020	15
18483	2020	18
18483	2020	24
18483	2020	26
18483	2020	34
18484	2020	10
18485	2010	10
18485	2010	24
18485	2010	26
18485	2011	27
18485	2012	24
18485	2012	29
18485	2016	3
18485	2016	24
18485	2016	27
18485	2016	33
18485	2018	3
18485	2018	24
18485	2019	10
18485	2019	24
18485	2019	26
18485	2019	28
18485	2020	10
18485	2020	31
18486	2016	24
18487	2013	24
18487	2020	24
18488	2018	24
18489	2016	24
18490	2015	26
18490	2020	26
18491	2019	2
18491	2019	26
18492	2016	13
18492	2016	26
18493	2016	27
18494	2019	12
18495	2007	16
18495	2015	24
18495	2017	31
18496	2015	12
18496	2015	24
18497	2015	24
18497	2015	26
18498	2015	26
18499	2004	22
18499	2010	15
18499	2018	26
18500	2018	10
18501	2014	26
18502	2009	16
18502	2015	5
18502	2015	24
18502	2016	13
18502	2017	13
18502	2017	16
18502	2017	24
18502	2018	5
18502	2018	24
18502	2019	24
18502	2020	16
18502	2020	24
18502	2020	26
18502	2020	33
18503	2016	24
18503	2017	4
18503	2017	24
18503	2018	12
18503	2018	24
18503	2019	24
18503	2020	3
18504	2014	24
18504	2019	26
18505	2020	15
18505	2020	24
18506	2020	10
18506	2020	15
18506	2020	24
18506	2020	34
18507	2018	24
18508	2020	3
18508	2020	10
18509	2019	26
18510	2015	15
18511	2010	24
18512	2015	24
18512	2015	33
18513	2014	15
18513	2015	15
18513	2015	24
18513	2015	26
18513	2015	27
18513	2015	31
18513	2016	10
18513	2016	12
18513	2016	15
18513	2016	24
18513	2016	26
18513	2018	13
18513	2019	10
18513	2019	14
18513	2019	18
18513	2019	24
18513	2020	2
18513	2020	5
18513	2020	10
18513	2020	12
18513	2020	13
18513	2020	15
18513	2020	24
18514	2020	10
18514	2020	15
18515	2016	27
18515	2020	24
18516	2006	16
18517	2003	3
18517	2003	12
18517	2003	13
18518	2005	12
18518	2005	16
18518	2005	33
18518	2018	26
18519	1996	11
18520	1994	3
18521	2016	5
18521	2016	16
18521	2017	10
18521	2017	26
18521	2020	15
18521	2020	24
18521	2020	26
18522	1995	10
18523	2002	13
18523	2016	31
18523	2019	24
18523	2019	26
18523	2020	10
18523	2020	15
18523	2020	24
18523	2020	26
18524	2020	26
18525	2020	15
18526	2019	26
18527	2019	10
18527	2019	26
18528	2014	24
18528	2017	24
18528	2020	18
18528	2020	24
18528	2020	26
18529	2017	28
18530	2016	12
18530	2016	15
18531	1990	5
18531	1990	26
18531	1990	34
18531	1992	34
18531	2014	24
18531	2019	24
18531	2019	26
18532	2016	10
18532	2017	24
18532	2017	26
18532	2020	3
18532	2020	10
18532	2020	15
18532	2020	24
18532	2020	31
18533	2015	24
18533	2016	24
18533	2017	24
18533	2018	24
18533	2018	26
18533	2019	3
18533	2019	10
18533	2019	14
18533	2019	24
18533	2019	26
18533	2019	33
18533	2019	34
18533	2020	2
18533	2020	3
18533	2020	5
18533	2020	10
18533	2020	11
18533	2020	12
18533	2020	24
18533	2020	26
18533	2020	33
18534	2016	24
18534	2019	5
18534	2019	10
18534	2019	15
18534	2019	24
18534	2020	2
18534	2020	3
18534	2020	10
18534	2020	24
18534	2020	26
18534	2020	34
18535	2015	24
18535	2015	25
18535	2017	10
18535	2017	24
18535	2018	3
18535	2018	10
18535	2020	8
18536	2012	24
18536	2013	24
18536	2015	15
18536	2015	26
18536	2016	12
18536	2020	3
18536	2020	10
18536	2020	15
18536	2020	26
18537	2015	24
18537	2016	11
18537	2016	34
18537	2018	15
18537	2018	34
18537	2020	24
18538	2015	26
18538	2019	24
18538	2019	26
18538	2020	10
18538	2020	24
18539	2013	2
18539	2013	27
18539	2013	28
18539	2016	10
18539	2020	2
18539	2020	3
18539	2020	12
18540	2020	11
18540	2020	26
18541	2017	15
18542	2009	24
18542	2009	26
18543	2020	26
18544	2011	12
18545	2017	24
18546	2006	26
18547	2014	24
18548	2016	12
18548	2016	15
18548	2019	11
18549	2016	3
18549	2016	10
18549	2016	12
18549	2016	15
18549	2016	24
18549	2016	26
18550	2020	27
18551	2016	12
18552	2016	24
18552	2016	27
18553	2016	15
18554	2012	31
18554	2012	34
18554	2016	26
18555	1994	3
18555	1994	4
18555	1994	26
18555	1994	34
18555	1994	35
18555	2012	13
18555	2012	24
18555	2014	16
18555	2016	9
18555	2016	15
18555	2016	16
18555	2016	26
18555	2016	33
18555	2017	16
18555	2017	24
18555	2018	13
18555	2018	14
18555	2018	24
18555	2018	29
18555	2019	2
18555	2019	15
18555	2019	24
18555	2019	29
18555	2020	3
18555	2020	10
18555	2020	24
18555	2020	26
18555	2020	31
18556	2017	12
18556	2020	24
18557	2019	24
18558	2015	4
18558	2015	13
18558	2015	16
18558	2015	24
18559	2015	16
18560	2015	12
18560	2015	24
18560	2015	28
18560	2019	5
18560	2019	15
18560	2019	24
18560	2019	26
18560	2020	33
18561	2018	5
18562	2020	24
18563	2015	10
18563	2015	26
18564	2020	10
18565	2007	24
18565	2008	15
18565	2009	5
18565	2009	10
18565	2009	13
18565	2009	15
18565	2009	28
18565	2019	10
18565	2019	24
18565	2019	26
18566	2019	3
18566	2019	24
18566	2019	26
18566	2020	10
18566	2020	26
18567	2020	2
18568	2020	3
18568	2020	26
18569	2015	12
18569	2016	10
18569	2016	24
18570	2015	10
18570	2015	15
18570	2015	24
18570	2015	26
18570	2015	31
18570	2016	10
18570	2019	10
18571	2015	4
18571	2015	12
18571	2015	13
18571	2015	14
18571	2015	16
18571	2015	24
18571	2015	26
18571	2015	31
18571	2016	13
18571	2016	15
18571	2016	24
18571	2017	13
18571	2017	24
18571	2017	28
18571	2018	13
18571	2018	24
18571	2019	4
18571	2019	13
18571	2019	14
18571	2019	16
18571	2019	24
18571	2019	34
18572	1998	27
18573	1994	26
18573	1994	27
18574	1996	10
18574	2005	24
18575	2005	12
18575	2015	3
18575	2015	26
18575	2016	24
18576	2015	24
18577	2018	26
18577	2019	24
18577	2019	26
18577	2020	15
18577	2020	24
18577	2020	26
18578	2011	15
18578	2011	24
18578	2011	26
18578	2016	24
18578	2019	34
18578	2020	3
18578	2020	8
18578	2020	10
18578	2020	12
18578	2020	15
18578	2020	18
18578	2020	24
18578	2020	26
18578	2020	34
18579	2014	24
18580	2012	26
18580	2014	10
18580	2017	26
18580	2019	10
18580	2019	24
18580	2019	26
18580	2020	10
18581	2017	34
18581	2020	26
18582	2016	26
18583	1993	8
18583	1993	12
18583	1994	29
18584	2008	24
18584	2019	24
18585	2014	24
18586	2013	5
18586	2015	24
18587	2018	24
18587	2019	24
18587	2020	15
18587	2020	24
18587	2020	26
18587	2020	27
18587	2020	34
18588	2019	10
18588	2019	24
18588	2020	24
18589	2017	10
18589	2019	2
18589	2019	24
18589	2019	26
18589	2019	31
18589	2020	5
18589	2020	24
18589	2020	26
18590	2007	5
18590	2007	24
18590	2019	2
18590	2020	2
18590	2020	10
18590	2020	24
18590	2020	26
18590	2020	31
18591	2015	24
18591	2015	31
18591	2016	24
18591	2019	10
18591	2020	24
18591	2020	26
18591	2020	31
18592	2015	10
18592	2019	24
18592	2020	2
18592	2020	10
18592	2020	15
18592	2020	24
18592	2020	26
18592	2020	34
18593	2010	34
18593	2018	26
18593	2018	31
18594	2015	24
18594	2020	3
18594	2020	10
18594	2020	34
18595	2020	3
18595	2020	5
18595	2020	10
18595	2020	26
18595	2020	34
18596	2016	24
18596	2020	10
18597	2013	24
18597	2019	24
18598	2018	15
18599	2018	10
18600	2019	34
18601	2019	26
18601	2020	24
18602	2016	24
18602	2016	26
18602	2017	24
18602	2017	26
18602	2018	3
18602	2018	24
18602	2018	26
18602	2019	10
18602	2019	26
18602	2020	3
18602	2020	24
18602	2020	26
18603	2001	11
18603	2001	15
18603	2003	10
18603	2003	26
18603	2006	24
18603	2011	24
18603	2012	24
18603	2016	24
18603	2020	10
18604	2006	26
18604	2007	24
18604	2008	24
18604	2010	24
18604	2014	33
18604	2018	2
18604	2018	3
18604	2018	24
18604	2020	24
18605	2007	16
18605	2019	24
18605	2019	26
18606	2016	26
18606	2016	27
18607	2019	10
18607	2020	10
18607	2020	27
18608	2017	24
18609	2019	27
18610	2009	24
18610	2020	11
18611	2013	27
18612	2020	24
18613	2016	4
18613	2016	24
18613	2016	34
18613	2018	3
18613	2018	5
18613	2018	12
18613	2018	24
18613	2018	34
18613	2020	3
18614	2020	26
18615	2019	2
18615	2020	2
18615	2020	24
18616	2016	10
18616	2018	26
18617	2020	26
18618	1996	3
18618	1996	10
18618	1996	12
18618	1996	18
18618	1996	26
18618	1996	27
18618	2014	16
18618	2018	8
18618	2018	24
18618	2018	27
18619	2011	27
18619	2015	22
18619	2016	22
18619	2018	27
18620	1996	18
18620	1996	27
18620	2017	26
18621	2017	22
18621	2020	2
18622	1997	11
18622	2017	13
18622	2017	24
18623	1997	15
18623	2017	24
18623	2020	15
18624	2011	16
18624	2015	15
18624	2015	24
18624	2015	33
18624	2020	26
18625	2016	26
18625	2019	24
18626	2020	26
18627	1997	26
18628	2020	3
18628	2020	16
18629	2015	24
18630	2015	1
18630	2015	2
18630	2015	3
18630	2015	4
18630	2015	24
18630	2015	26
18630	2015	28
18630	2015	29
18630	2015	31
18630	2015	32
18630	2015	34
18630	2019	15
18631	2014	16
18632	2020	24
18633	2019	5
18634	2007	33
18635	2015	2
18635	2015	10
18635	2015	12
18635	2015	13
18635	2015	15
18635	2015	24
18635	2015	26
18635	2015	27
18635	2015	31
18635	2016	4
18635	2016	10
18635	2016	24
18635	2017	16
18635	2018	28
18635	2019	29
18635	2020	2
18635	2020	10
18635	2020	24
18635	2020	34
18636	2020	10
18636	2020	12
18637	2020	24
18638	2019	26
18639	2019	24
18640	2018	24
18640	2018	33
18640	2020	3
18640	2020	24
18640	2020	33
18641	2014	24
18642	2018	12
18642	2018	18
18642	2020	26
18643	2000	27
18643	2017	2
18643	2017	15
18643	2019	24
18644	1995	26
18645	2003	24
18646	1995	26
18647	2020	15
18648	1999	6
18648	2020	24
18649	2020	15
18650	2013	12
18650	2013	24
18650	2014	12
18650	2014	24
18650	2019	3
18650	2019	10
18650	2019	12
18650	2019	15
18650	2019	24
18650	2020	3
18650	2020	10
18650	2020	24
18650	2020	26
18651	1999	34
18652	2006	26
18653	1999	3
18653	1999	12
18653	1999	16
18653	1999	28
18653	1999	29
18653	2014	13
18653	2014	14
18653	2014	28
18653	2014	29
18653	2015	28
18653	2015	34
18653	2016	14
18653	2016	29
18653	2017	12
18653	2017	13
18653	2017	16
18653	2017	26
18653	2019	14
18653	2019	15
18653	2019	24
18653	2019	28
18654	2020	10
18655	2019	3
18655	2019	10
18655	2019	24
18656	2015	15
18657	2013	14
18657	2013	15
18657	2014	15
18657	2014	18
18657	2014	24
18657	2015	3
18657	2015	5
18657	2015	12
18657	2015	13
18657	2015	14
18657	2015	16
18657	2015	24
18657	2015	26
18657	2015	36
18657	2015	28
18657	2015	33
18657	2017	3
18657	2017	33
18658	2019	10
18658	2019	24
18658	2020	3
18658	2020	10
18658	2020	15
18658	2020	24
18659	2010	15
18660	2015	15
18660	2016	24
18660	2017	24
18660	2019	11
18660	2019	15
18660	2019	24
18660	2019	26
18660	2019	31
18660	2019	33
18660	2020	24
18660	2020	26
18661	2015	26
18661	2019	2
18661	2019	10
18661	2019	24
18661	2019	26
18661	2019	31
18661	2020	2
18661	2020	3
18661	2020	10
18661	2020	15
18661	2020	18
18661	2020	24
18661	2020	26
18662	2019	12
18662	2019	24
18663	2016	24
18663	2020	26
18664	2020	2
18664	2020	10
18664	2020	26
18665	2020	26
18665	2020	33
18666	2016	27
18667	2018	27
18667	2020	26
18668	2018	26
18669	2015	31
18670	2012	13
18670	2020	24
26855	1990	10
26855	1990	26
18671	2020	2
18672	2016	3
18672	2016	24
18672	2020	26
18673	2006	3
18673	2006	24
18673	2006	26
18673	2016	24
18673	2016	26
18673	2019	24
18673	2020	15
18673	2020	26
18674	2011	26
18674	2012	27
18674	2016	26
18674	2017	24
18674	2017	26
18674	2017	33
18674	2018	15
18674	2019	16
18674	2019	24
18674	2020	24
18675	2013	27
18675	2017	26
18676	2019	4
18676	2019	15
18676	2019	24
18676	2019	28
18677	2019	24
18678	2013	24
18678	2016	24
18678	2017	24
18679	2016	24
18679	2016	26
18680	2016	24
18680	2016	27
18681	2019	24
18681	2019	26
18682	2017	15
18682	2017	24
18682	2017	34
18682	2019	10
18682	2019	12
18682	2020	10
18683	1995	26
18683	1995	27
18684	2016	21
18685	1993	27
18685	2016	15
18686	2012	13
18686	2015	1
18687	2020	26
18688	2020	3
18688	2020	5
18688	2020	10
18688	2020	24
18688	2020	34
18689	2018	1
18690	2018	24
18690	2019	5
18690	2019	24
18690	2020	24
18690	2020	26
18691	2005	24
18692	2014	26
18692	2015	10
18692	2015	24
18692	2015	26
18692	2020	26
18693	2014	24
