location	year	taxon_key
1632	2019	13
1632	2019	24
1632	2019	26
1645	2008	24
1652	2020	18
1659	2008	24
1675	2006	27
1675	2009	21
1675	2019	2
1675	2019	15
1675	2019	18
1675	2019	24
1675	2019	26
1690	2016	24
1690	2016	26
1690	2018	10
1690	2019	27
1690	2020	15
1690	2020	26
1690	2020	27
1705	2019	24
1706	2009	24
1707	2020	2
1717	2006	16
1717	2006	24
1717	2008	34
1717	2015	10
1725	2020	13
1729	2016	26
1746	2007	24
1748	2014	27
1749	1997	10
1749	1997	12
1749	2016	26
1758	2005	3
1758	2005	5
1758	2005	10
1758	2005	12
1758	2005	15
1758	2005	24
1758	2005	26
1758	2006	10
1758	2006	15
1758	2006	16
1758	2006	24
1758	2006	34
1758	2007	24
1758	2013	24
1758	2015	24
1758	2015	26
1794	2010	24
1794	2011	14
1794	2011	24
1794	2013	14
1794	2013	24
1794	2014	15
1829	2016	15
1829	2016	34
1829	2017	24
1829	2017	26
1829	2020	2
1829	2020	5
1829	2020	15
1829	2020	16
1829	2020	24
1829	2020	26
1851	2012	24
1851	2018	24
1851	2020	24
1860	2006	10
1860	2006	24
1860	2007	12
1860	2015	24
1873	2012	10
1873	2019	26
1929	2017	26
1943	2007	10
1943	2012	24
1969	2005	12
1969	2006	26
1969	2006	33
1969	2011	24
1969	2014	24
1969	2015	5
1969	2015	24
1969	2015	26
1969	2016	24
1969	2020	24
1969	2020	26
1971	2005	3
1971	2005	10
1971	2005	12
1971	2005	24
1971	2005	26
1971	2005	34
1971	2006	5
1971	2006	10
1971	2006	12
1971	2006	24
1971	2006	26
1971	2012	24
1971	2018	5
1971	2020	12
2005	2007	24
2005	2020	26
2008	2018	26
2008	2020	15
2008	2020	24
2014	2020	10
2052	2020	24
2079	2020	10
2094	2020	24
2126	2012	15
2126	2012	24
2126	2013	13
2126	2013	24
2126	2014	24
2126	2015	3
2126	2015	24
2126	2016	24
2126	2017	16
2126	2017	24
2126	2018	10
2126	2018	15
2126	2019	5
2126	2020	15
2126	2020	18
2126	2020	33
2134	2007	24
2134	2009	10
2134	2019	13
2134	2020	12
2149	2007	18
2149	2007	24
2149	2011	27
2149	2013	16
2149	2017	14
2160	2007	24
2160	2010	24
2160	2010	27
2160	2013	24
2160	2014	15
2160	2014	24
2160	2014	26
2160	2015	10
2160	2015	15
2168	1998	3
2168	1998	26
2168	1998	27
2188	2020	26
2191	2020	3
2192	2019	24
2204	2005	24
2204	2016	24
2204	2018	15
2204	2019	24
2204	2020	10
2204	2020	24
2214	2010	2
2220	2007	3
2220	2009	20
2237	2006	10
2237	2006	16
2237	2007	15
2237	2007	16
2237	2007	18
2237	2007	24
2237	2014	20
2237	2017	26
2237	2020	26
2263	2015	24
2263	2019	24
2272	2016	2
2277	2013	26
2277	2013	27
2277	2015	2
2277	2020	15
2307	2007	20
2307	2008	26
2307	2010	26
2307	2010	27
2377	2010	2
2377	2011	10
2377	2018	2
2377	2018	21
2377	2018	24
2377	2019	2
2377	2019	5
2377	2019	20
2377	2019	24
2377	2019	26
2377	2020	2
2377	2020	3
2377	2020	5
2377	2020	20
2377	2020	21
2377	2020	24
2377	2020	34
2400	2016	24
2405	2020	24
2413	2005	5
2413	2005	24
2413	2006	10
2413	2006	24
2413	2008	24
2413	2015	24
2413	2020	15
2413	2020	24
2434	2019	15
2434	2019	24
2434	2020	24
2434	2020	26
2453	2011	24
2453	2016	24
2453	2019	10
2453	2020	24
2496	2020	26
2513	2015	34
2513	2017	15
2513	2019	10
2513	2020	24
2525	2020	24
2559	2019	24
2566	2008	13
2566	2011	10
2566	2012	24
2566	2018	15
2566	2019	2
2566	2019	24
2566	2019	26
2574	2011	8
2574	2011	10
2574	2011	12
2574	2011	24
2574	2011	26
2574	2011	34
2589	2016	26
2627	2012	24
2627	2018	26
2627	2019	12
2627	2019	26
2627	2019	27
2627	2020	26
2631	2005	24
2631	2010	26
2631	2011	15
2631	2011	26
2631	2012	26
2634	2007	24
2634	2007	26
2634	2010	24
2634	2018	24
2670	2009	5
2670	2009	24
2670	2010	24
2670	2013	24
2670	2015	12
2670	2015	24
2670	2015	26
2670	2016	26
2670	2017	24
2670	2017	26
2670	2018	24
2670	2018	26
2670	2019	24
2670	2019	26
2670	2020	24
2670	2020	26
2673	2010	3
2673	2010	10
2673	2010	18
2673	2010	24
2673	2010	27
2673	2011	3
2673	2011	26
2673	2012	24
2673	2013	3
2673	2013	24
2673	2015	24
2673	2015	27
2673	2016	24
2711	2017	15
2711	2018	10
2711	2018	15
2711	2019	15
2711	2020	3
2711	2020	10
2711	2020	21
2711	2020	24
2711	2020	26
2806	2015	26
2806	2016	21
2806	2016	24
2806	2017	24
2806	2018	18
2806	2019	15
2908	2005	10
2908	2005	24
2908	2007	24
2908	2011	24
2908	2017	24
2908	2020	10
2908	2020	24
2919	2016	24
2919	2020	24
2919	2020	26
2919	2020	34
2991	2015	24
2991	2020	3
2991	2020	24
2991	2020	26
3032	2020	24
3040	2011	24
3040	2011	26
3053	2009	12
3053	2009	24
3053	2014	15
3053	2014	18
3053	2014	27
3053	2019	10
3053	2019	24
3053	2019	26
3087	2005	24
3087	2013	15
3100	2010	27
3100	2017	26
3115	2019	24
3122	2018	15
3133	2010	21
3133	2011	3
3133	2011	24
3133	2013	15
3133	2016	10
3134	2011	26
3134	2019	3
3134	2019	5
3134	2019	10
3134	2019	12
3134	2019	24
3134	2020	24
3134	2020	26
3139	2005	24
3139	2006	3
3139	2006	5
3139	2006	10
3139	2006	12
3139	2006	24
3139	2006	26
3139	2006	34
3139	2007	24
3139	2008	34
3139	2011	12
3139	2011	15
3139	2011	24
3139	2011	26
3139	2012	10
3139	2012	24
3139	2013	24
3139	2014	15
3139	2014	24
3139	2015	10
3139	2015	24
3139	2015	26
3139	2016	12
3139	2016	24
3139	2016	26
3139	2017	10
3139	2017	24
3139	2017	26
3139	2018	24
3139	2018	26
3139	2019	24
3139	2019	26
3139	2020	24
3197	2009	12
3197	2009	24
3197	2010	15
3197	2010	24
3197	2010	26
3197	2011	10
3197	2011	24
3197	2013	24
3197	2014	24
3197	2015	7
3197	2015	26
3197	2017	16
3197	2018	26
3221	2015	10
3221	2019	24
3236	2016	10
3257	2009	24
3257	2014	20
3265	2009	26
3279	2007	24
3279	2009	26
3279	2010	24
3279	2011	18
3279	2011	26
3279	2012	18
3279	2012	26
3279	2020	26
3284	2005	15
3284	2005	26
3284	2009	15
3284	2009	24
3284	2009	26
3284	2010	18
3284	2010	21
3284	2010	24
3284	2010	26
3284	2011	10
3284	2011	24
3284	2011	26
3284	2011	27
3284	2012	26
3284	2013	10
3284	2013	34
3284	2020	26
3288	2014	24
3288	2014	26
3297	2011	21
3297	2012	5
3297	2012	24
3309	2010	27
3310	2016	12
3324	2006	26
3380	2017	4
3380	2017	14
3380	2017	26
3397	1998	3
3397	1998	10
3397	2016	26
3397	2020	10
3397	2020	26
3408	2009	26
3408	2010	5
3408	2010	12
3408	2010	21
3408	2010	24
3408	2010	26
3408	2010	34
3408	2011	24
3408	2012	24
3408	2014	24
3408	2014	26
3408	2015	26
3408	2015	27
3408	2016	18
3408	2018	2
3408	2020	12
3408	2020	24
3411	2013	15
3411	2019	26
3463	1998	10
3521	2011	24
3523	2015	27
3568	2006	27
3613	2020	26
3617	2016	26
3621	1998	3
3656	2013	2
3691	2013	24
3691	2020	24
3694	2020	10
3695	2014	15
3735	2015	24
3738	2006	10
3738	2006	24
3738	2008	24
3738	2011	24
3738	2018	3
3738	2018	15
3738	2018	24
3738	2018	26
3738	2018	34
3749	2008	26
3749	2020	20
3763	2019	26
3790	2007	15
3790	2007	20
3790	2015	20
3790	2016	26
3791	2007	16
3791	2007	24
3791	2008	20
3791	2020	26
3827	2010	24
3827	2010	27
3828	2012	5
3828	2017	5
3828	2017	12
3828	2018	5
3828	2019	3
3828	2019	10
3828	2019	18
3828	2019	24
3828	2020	15
3828	2020	26
3828	2020	34
3831	2014	2
3831	2016	2
3831	2016	26
3831	2017	26
3864	2011	27
3913	2020	3
3913	2020	15
3913	2020	24
4002	2017	3
4059	2015	26
4074	2012	24
4094	2008	27
4094	2016	24
4094	2016	26
4109	2006	26
4158	2016	26
4228	2016	24
4261	2008	24
4262	2019	26
4271	2016	2
4271	2016	24
4271	2016	26
4296	2014	20
4296	2020	20
4311	2017	26
4352	2020	26
4421	2013	4
4421	2013	15
4472	2008	15
4472	2010	20
4480	2020	20
4481	2010	24
4487	2018	24
4487	2018	26
4550	2007	18
4550	2020	2
4550	2020	15
4563	1992	3
4563	1993	11
4563	1996	10
4563	1996	12
4604	2011	10
4604	2011	12
4604	2011	24
4604	2011	26
4604	2011	27
4604	2011	28
4604	2019	2
4608	2005	24
4608	2007	15
4608	2007	18
4608	2007	24
4608	2007	26
4608	2007	27
4608	2008	2
4608	2011	26
4608	2016	24
4608	2019	2
4608	2019	26
4608	2020	26
4617	2018	2
4617	2018	3
4617	2018	24
4617	2018	26
4617	2018	27
4652	2019	26
4658	2017	2
4665	2008	2
4665	2009	2
4700	2008	2
4712	2007	26
4712	2007	34
4712	2018	26
4712	2019	16
4712	2020	15
4712	2020	26
4751	2007	10
4751	2007	26
4751	2007	34
4788	2009	26
4812	2009	2
4812	2009	26
4812	2009	27
4813	2008	26
4840	2016	12
4840	2016	20
4840	2016	24
4840	2016	26
4840	2017	16
4841	1996	3
4841	1996	4
4841	1996	10
4841	1996	11
4841	1996	12
4841	1996	15
4841	1996	18
4841	1996	28
4841	1998	12
4841	2012	24
4841	2013	5
4841	2013	20
4841	2017	24
4841	2017	26
4841	2020	26
4844	2008	26
4844	2019	26
4845	2008	15
4845	2008	16
4845	2011	15
4845	2011	26
4845	2017	16
4845	2017	24
4845	2020	4
4845	2020	12
4845	2020	24
4845	2020	32
4937	2011	27
4937	2017	32
4959	2015	12
4995	2009	26
4995	2014	20
5012	1992	10
5012	1992	15
5012	2016	12
5071	2019	15
5118	2011	10
5118	2011	11
5118	2011	15
5118	2011	24
5118	2011	27
5118	2015	26
5118	2016	26
5118	2017	24
5118	2018	24
5129	2011	18
5129	2011	24
5129	2011	26
5129	2014	10
5129	2016	10
5129	2016	24
5129	2017	10
5171	1992	3
5171	2011	10
5171	2011	12
5171	2011	28
5181	2008	27
5181	2018	2
5314	2014	26
5341	2009	2
5341	2015	2
5350	2010	2
5350	2010	27
5359	2008	2
5360	2008	2
5363	2009	2
5425	2020	2
5425	2020	5
5425	2020	12
5425	2020	15
5425	2020	27
5426	2008	3
5426	2008	24
5440	2016	26
5466	2014	27
5501	2014	27
5570	2010	24
5570	2015	4
5570	2019	20
5574	1995	26
5574	1996	3
5574	1996	5
5574	1996	10
5574	1996	12
5574	1996	14
5574	1996	15
5574	1996	21
5574	1996	26
5574	1996	27
5574	1996	28
5574	1996	29
5574	1996	34
5574	1998	3
5574	2007	24
5574	2016	24
5574	2020	34
5624	2019	20
5647	2016	24
5700	2017	24
5719	2010	27
5719	2019	18
5737	1992	11
5737	1992	15
5737	1992	26
5737	1998	3
5737	2018	26
5737	2019	26
5737	2020	26
5780	2008	24
5786	2011	10
5786	2011	12
5786	2011	27
5786	2011	34
5811	2014	24
5811	2014	26
5811	2018	24
5813	2013	24
5878	2016	24
5881	2017	24
6003	2013	24
6003	2013	26
6086	2012	10
6088	2016	26
6089	2015	24
6133	2020	26
6148	2015	27
6193	2009	27
6230	2007	18
6230	2008	24
6230	2017	8
6230	2020	12
6230	2020	24
6237	2012	4
6237	2014	10
6250	1996	18
6250	2020	12
6250	2020	33
6265	2015	20
6265	2019	20
6278	2014	10
6278	2014	24
6291	2020	10
6291	2020	24
6291	2020	34
6294	2018	18
6294	2018	26
6294	2019	26
6298	1996	26
6298	2016	26
6308	2016	26
6315	2016	2
6315	2016	27
6345	2015	27
6351	2010	24
6359	2012	27
6359	2014	24
6359	2020	26
6395	2006	26
6421	2009	27
6421	2011	27
6421	2019	24
6438	2010	24
6438	2014	24
6438	2019	24
6438	2019	26
6438	2020	10
6438	2020	24
6438	2020	26
6440	2009	24
6440	2009	26
6440	2010	26
6440	2011	10
6440	2011	15
6440	2012	10
6440	2013	24
6440	2014	16
6440	2018	16
6440	2018	24
6440	2019	5
6440	2020	10
6458	1992	5
6458	2020	10
6485	1992	15
6485	2009	16
6494	2019	20
6597	2011	26
6597	2018	15
6606	2007	24
6625	2020	3
6625	2020	10
6625	2020	26
6659	2011	27
6667	2018	26
6706	2016	26
6706	2019	18
6711	2015	24
6711	2019	26
6777	2010	10
6785	2010	24
6785	2019	2
6810	2011	24
6810	2019	18
6811	1992	12
6811	1992	27
6819	2020	10
6845	2017	15
6845	2020	24
6845	2020	26
6910	2015	2
6925	2020	24
6925	2020	26
6927	2019	3
6927	2019	10
6927	2019	24
6935	2011	26
6935	2016	26
6952	2016	24
6952	2016	26
6955	2020	24
6960	2016	15
6978	2016	2
6978	2016	26
6990	2015	24
6995	2020	18
6999	2011	5
7019	2007	15
7019	2011	10
7039	2005	27
7039	2017	26
7108	2016	12
7120	2017	24
7123	2011	15
7123	2011	26
7123	2020	26
7142	2010	24
7152	2016	26
7152	2017	2
7165	2010	24
7165	2020	26
7166	2016	26
7191	2018	26
7208	2016	26
7208	2019	26
7214	2019	2
7214	2019	5
7214	2019	24
7214	2019	34
7215	2016	24
7215	2016	26
7250	2010	24
7250	2016	24
7272	2010	10
7272	2010	24
7324	2016	24
7324	2016	26
7324	2019	34
7325	2020	26
7345	2006	24
7345	2009	24
7369	2015	24
7369	2020	24
7373	2020	2
7382	1995	10
7413	2009	26
7413	2009	27
7434	2017	5
7434	2020	15
7434	2020	26
7441	2020	15
7441	2020	26
7463	2016	24
7463	2018	34
7463	2019	15
7468	2015	2
7557	2016	24
7572	2016	26
7607	2016	10
7607	2016	26
7629	2016	12
7629	2016	24
7629	2016	26
7629	2020	15
7666	2016	26
7666	2019	3
7674	2011	10
7714	2016	26
7731	2011	24
7731	2011	27
7732	2011	10
7732	2020	15
7732	2020	34
7749	2013	24
7754	2016	24
7754	2018	24
7754	2018	26
7754	2019	24
7754	2020	12
7754	2020	24
7801	2007	18
7801	2009	27
7866	2015	26
7903	1992	3
7903	1992	10
7903	1992	12
7903	1992	27
7903	2010	24
7903	2014	10
7903	2016	26
7903	2017	24
7903	2018	21
7953	2020	24
7972	2019	10
7991	2011	26
8008	2019	2
8042	2017	27
8053	2016	33
8053	2019	2
8053	2019	3
8070	2015	24
8070	2016	2
8070	2020	10
8070	2020	12
8095	2016	26
8105	2015	12
8105	2015	24
8105	2015	26
8105	2015	34
8105	2017	2
8105	2020	24
8105	2020	26
8119	2019	26
8125	2011	3
8125	2011	10
8125	2011	24
8125	2017	2
8126	2011	26
8131	2018	24
8132	2020	24
8132	2020	34
8136	2015	15
8151	2019	24
8190	2009	2
8190	2009	24
8191	2016	24
8241	2019	10
8267	2008	24
8267	2015	26
8303	2019	18
8320	2017	24
8351	2020	24
8371	2009	28
8385	2019	10
8389	2019	2
8389	2019	15
8389	2019	24
8422	2020	2
8444	2020	24
8444	2020	26
8460	2017	26
8460	2020	10
8460	2020	24
8460	2020	26
8466	2020	24
8479	2014	24
8479	2014	26
8479	2015	10
8479	2015	24
8479	2019	24
8479	2019	26
8479	2020	10
8479	2020	15
8479	2020	24
8479	2020	26
8479	2020	34
8517	2016	26
8615	2018	15
8615	2018	24
8615	2018	26
8630	2016	26
8640	2015	27
8657	2000	18
8657	2014	18
8706	2019	20
8755	2019	26
8780	2015	26
8849	2011	12
8849	2011	18
8849	2011	34
8849	2019	10
8913	2020	15
8913	2020	24
8919	2017	26
8967	2019	12
8967	2020	5
8967	2020	12
8967	2020	24
8975	2017	16
8975	2017	24
8975	2017	26
8975	2019	3
8975	2019	4
8975	2019	10
8975	2019	16
8975	2019	24
8975	2019	28
8975	2020	3
8975	2020	5
8975	2020	10
8975	2020	12
8975	2020	13
8975	2020	15
8975	2020	24
8975	2020	26
8975	2020	34
8981	2016	24
8981	2016	26
8981	2020	1
8981	2020	3
8981	2020	10
8981	2020	24
8981	2020	26
8989	2017	11
8989	2017	15
8989	2018	24
8989	2019	3
8989	2019	10
8989	2019	11
8989	2019	24
8989	2019	26
8989	2019	34
8989	2020	2
8989	2020	3
8989	2020	11
8989	2020	15
8989	2020	16
8989	2020	24
8989	2020	26
8989	2020	34
9044	2013	26
9044	2018	26
9044	2019	2
9044	2019	10
9044	2019	18
9044	2019	24
9044	2019	26
9044	2020	3
9044	2020	26
9067	2020	10
9078	2015	24
9087	2005	10
9087	2006	24
9087	2009	24
9094	2011	26
9110	2006	28
9110	2011	3
9110	2015	21
9110	2018	10
9110	2019	24
9110	2020	1
9110	2020	5
9110	2020	10
9110	2020	24
9140	2020	2
9221	2010	26
9221	2018	2
9221	2018	24
9252	2011	15
9273	2015	3
9273	2015	27
9273	2020	24
9337	2009	34
9348	2020	24
9365	2020	3
9365	2020	5
9365	2020	10
9365	2020	12
9365	2020	15
9366	2015	2
9366	2015	24
9366	2015	26
9366	2019	2
9366	2019	15
9366	2020	2
9366	2020	15
9396	2019	15
9430	2020	3
9430	2020	18
9430	2020	26
9587	2020	2
9624	2010	24
9624	2019	12
9624	2019	15
9626	2016	26
9639	2011	24
9639	2020	24
9656	2020	3
9656	2020	10
9656	2020	18
9656	2020	24
9656	2020	26
9679	2020	15
9679	2020	24
9909	2009	27
9910	2009	24
9910	2009	27
9910	2014	12
9910	2020	26
9951	2008	27
9958	2020	24
9962	2019	24
9962	2019	26
9962	2020	1
9985	2008	24
9998	2015	24
9998	2020	10
9998	2020	24
9998	2020	26
10030	2020	15
10102	2019	15
10176	2007	24
10176	2019	18
10177	2016	24
10184	2020	24
10185	2020	24
10185	2020	26
10202	2006	3
10202	2006	5
10202	2006	10
10202	2006	24
10202	2010	24
10202	2012	24
10202	2019	15
10202	2019	24
10202	2020	10
10202	2020	12
10202	2020	13
10202	2020	16
10202	2020	24
10202	2020	33
10202	2020	34
10215	2010	5
10215	2011	5
10215	2011	24
10215	2012	10
10215	2012	24
10215	2014	24
10215	2015	24
10215	2017	24
10215	2018	12
10215	2018	15
10215	2018	24
10215	2019	10
10215	2019	24
10215	2020	3
10215	2020	5
10215	2020	10
10215	2020	12
10215	2020	15
10215	2020	24
10215	2020	26
10238	2008	18
10238	2016	26
10251	2020	3
10251	2020	26
10277	2008	24
10294	2009	10
10305	2018	18
10342	2016	26
10349	2019	26
10350	2014	27
10400	1998	10
10400	2018	26
10401	2014	15
10401	2014	24
10403	2007	15
10417	1996	3
10417	1996	26
10417	1999	10
10417	2008	24
10417	2018	26
10417	2020	24
10418	2020	1
10418	2020	5
10418	2020	11
10418	2020	24
10438	1996	10
10438	1998	3
10438	1999	10
10438	2011	26
10438	2020	24
10446	2020	24
10446	2020	26
10463	2020	3
10463	2020	10
10463	2020	26
10466	2018	26
10469	2019	15
10521	2020	10
10559	2020	4
10608	2018	24
10613	2006	24
10634	2006	15
10634	2006	24
10634	2010	24
10634	2014	24
10634	2019	24
10634	2019	26
10634	2019	33
10634	2020	10
10634	2020	15
10634	2020	21
10634	2020	24
10634	2020	27
10641	2012	26
10641	2020	14
10662	2014	24
10662	2016	26
10662	2020	10
10662	2020	24
10665	2016	26
10705	2020	3
10739	2012	4
10739	2012	18
10739	2012	27
10742	2019	3
10742	2019	18
10742	2019	27
10796	2016	26
10801	2020	26
10804	2000	26
10824	2020	20
10826	1998	26
10826	1998	27
10891	2020	15
10891	2020	26
10899	2020	5
10899	2020	10
10899	2020	12
10899	2020	15
10899	2020	24
10899	2020	26
10930	2019	24
10930	2020	5
10930	2020	10
10930	2020	13
10930	2020	15
10930	2020	24
10930	2020	26
10992	2020	26
11000	2020	12
11021	2010	24
11030	2010	10
11062	2011	24
11065	2016	12
11065	2019	5
11066	2019	3
11066	2019	5
11066	2019	10
11066	2019	15
11066	2019	24
11066	2019	26
11066	2019	34
11066	2020	15
11066	2020	24
11066	2020	26
11155	2020	2
11155	2020	10
11157	2020	26
11196	2009	34
11200	2008	26
11200	2009	15
11200	2009	24
11200	2010	10
11200	2011	15
11210	2019	27
11223	2016	24
11246	1995	12
11246	1995	18
11255	2000	15
11255	2000	26
11255	2020	2
11255	2020	26
11277	2020	2
11277	2020	24
11277	2020	26
11297	2020	5
11297	2020	24
11297	2020	26
11329	2020	15
11336	2016	26
11347	2013	12
11373	2019	26
11373	2020	5
11373	2020	10
11373	2020	15
11373	2020	24
11373	2020	26
11375	2009	24
11375	2016	10
11375	2020	24
11386	2014	26
11386	2016	24
11386	2016	26
11387	2014	27
11387	2019	26
11390	2008	24
11390	2019	24
11390	2020	24
11416	1994	12
11416	1998	18
11424	1998	18
11424	1998	26
11424	2008	24
11424	2016	15
11424	2017	24
11424	2018	10
11437	2020	27
11463	2017	26
11463	2020	26
11482	2020	3
11482	2020	10
11482	2020	15
11482	2020	24
11484	2016	26
11484	2020	2
11484	2020	3
11484	2020	15
11484	2020	24
11484	2020	26
11513	2020	12
11513	2020	24
11523	2019	26
11523	2020	15
11541	2019	2
11541	2019	12
11551	2011	10
11551	2011	24
11570	2010	24
11570	2020	10
11570	2020	24
11570	2020	26
11584	2015	2
11584	2015	26
11584	2015	27
11609	2018	24
11632	2015	26
11632	2015	27
11646	2015	26
11658	2020	26
11697	1994	18
11697	2000	18
11697	2000	27
11697	2001	7
11697	2008	12
11697	2015	4
11697	2015	16
11697	2015	24
11725	2015	12
11725	2015	24
11725	2019	2
11731	2020	2
11731	2020	27
11750	2019	24
11755	2016	26
11755	2016	31
11756	2018	26
11771	2019	26
11776	2019	3
11776	2020	10
11777	2020	10
11780	2020	18
11788	2018	15
11788	2018	24
11788	2019	3
11788	2019	12
11788	2019	24
11788	2020	3
11788	2020	10
11788	2020	24
11788	2020	26
11834	2011	26
11862	2010	10
11862	2010	26
11862	2018	26
11909	2010	4
11916	2012	26
11940	2009	34
11944	2020	24
11961	2016	26
11961	2020	12
11972	2006	15
11998	2011	27
11998	2020	34
12017	2015	26
12017	2020	24
12017	2020	27
12018	2019	26
12019	2016	26
12049	2019	12
12050	1999	10
12050	1999	27
12050	2015	5
12050	2015	26
12050	2016	24
12050	2019	3
12050	2019	5
12050	2019	10
12050	2019	24
12050	2019	26
12050	2020	1
12050	2020	2
12050	2020	3
12050	2020	10
12050	2020	11
12050	2020	12
12050	2020	14
12050	2020	15
12050	2020	24
12050	2020	26
12050	2020	33
12050	2020	34
12055	2019	2
12056	2020	26
12064	2016	15
12064	2019	26
12064	2020	24
12081	2016	26
12081	2019	26
12083	2014	26
12083	2015	3
12083	2015	15
12083	2015	27
12083	2016	18
12083	2020	34
12084	2020	1
12084	2020	15
12084	2020	26
12084	2020	34
12086	2020	24
12086	2020	26
12096	2020	18
12112	2016	10
12126	2010	2
